ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
calmodulin-dependent protein kinase activity	calmodulin-dependent protein kinase activity	18/3254	69/25972	0.260869565217391	2.08214638839154	3.40646232258058	0.00169174603205914	0.0120816202478186	0.0095759209361838	LOC110867206/LOC110880307/LOC110937525/LOC110939818/LOC110940993/LOC110864853/LOC110899462/LOC110868253/LOC110868452/LOC110878478/LOC110879733/LOC110885524/LOC110891098/LOC110897592/LOC118486305/LOC110929087/LOC110916328/LOC110915472	18
clathrin adaptor complex	clathrin adaptor complex	6/3254	12/25972	0.5	3.99078057775046	3.92184922659308	0.00181073934247221	0.0127726864710696	0.0101236616679548	LOC110940972/LOC110895091/LOC110868546/LOC110897850/LOC110899566/LOC110919628	6
intracellular signal transduction	intracellular signal transduction	34/3254	163/25972	0.208588957055215	1.66486551709835	3.22262732561202	0.00182225910023186	0.0127726864710696	0.0101236616679548	LOC110867206/LOC110880307/LOC110929328/LOC110930842/LOC118491492/LOC110937525/LOC110939818/LOC110940671/LOC110940993/LOC110864853/LOC110899462/LOC110868253/LOC110868452/LOC110868712/LOC110877809/LOC110878478/LOC110879733/LOC110885524/LOC110885057/LOC110889792/LOC110891098/LOC110894640/LOC110897519/LOC110897592/LOC110899880/LOC118486305/LOC110911066/LOC110929087/LOC110912919/LOC110920829/LOC110918256/LOC110916328/LOC110915472/LOC110926112	34
malate metabolic process	malate metabolic process	10/3254	29/25972	0.344827586206897	2.75226246741411	3.573190104757	0.00195661591586235	0.0134889382813478	0.0106913645558899	LOC110935787/LOC110873556/LOC110909316/LOC110931063/LOC110864621/LOC110893994/LOC110872415/LOC110893887/LOC110894838/LOC110917148	10
pyruvate metabolic process	pyruvate metabolic process	7/3254	16/25972	0.4375	3.49193300553165	3.77351024767242	0.00196008350191315	0.0134889382813478	0.0106913645558899	LOC110935787/LOC110873556/LOC110931063/LOC110864621/LOC110893994/LOC110893887/LOC110917148	7
actin cytoskeleton	actin cytoskeleton	14/3254	49/25972	0.285714285714286	2.28044604442883	3.39535161684926	0.00213513624767543	0.0145612444999126	0.0115412770144618	LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110877028/LOC110884683/LOC110889163/LOC110890487/LOC110890727/LOC110898610/LOC110898901/LOC110915963	14
response to hormone	response to hormone	14/3254	50/25972	0.28	2.23483712354026	3.3077180963336	0.00262884846517654	0.0177681990012379	0.0140831167777315	LOC110924766/LOC110940779/LOC110864445/LOC110891065/LOC110867964/LOC110872467/LOC110886696/LOC110894082/LOC110913015/LOC110899475/LOC110904319/LOC110904658/LOC110912077/LOC110870922	14
ABC-type transporter activity	ABC-type transporter activity	35/3254	174/25972	0.201149425287356	1.6054864393249	3.03287204954064	0.00298352523627838	0.0199869787952455	0.0158417269182923	LOC110881735/LOC110936592/LOC110908714/LOC110909497/LOC110885363/LOC110930449/LOC110935527/LOC110935627/LOC110868308/LOC110921955/LOC110868815/LOC110871639/LOC110872381/LOC110872550/LOC110880092/LOC110880093/LOC110880086/LOC110880160/LOC110880211/LOC110885785/LOC110885676/LOC110885681/LOC110885679/LOC110885680/LOC110891291/LOC110896647/LOC110877727/LOC110895813/LOC110904463/LOC110907699/LOC110904649/LOC110904719/LOC110918014/LOC110916912/LOC110916101	35
mannan synthase activity	mannan synthase activity	12/3254	41/25972	0.292682926829268	2.33606667965881	3.24024979483099	0.00348400064934183	0.023134986767998	0.0183368455228517	LOC110924304/LOC110930628/LOC110865003/LOC110908356/LOC110904212/LOC110904222/LOC110904221/LOC110904223/LOC110904219/LOC110904237/LOC110904239/LOC110904242	12
syntaxin binding	syntaxin binding	8/3254	22/25972	0.363636363636364	2.90238587472761	3.37838651390052	0.00377399132645955	0.0248427081228685	0.0196903895293542	LOC110937502/LOC110864316/LOC110863911/LOC110867801/LOC110872670/LOC110904843/LOC110865863/LOC110926237	8
small GTPase binding	small GTPase binding	9/3254	27/25972	0.333333333333333	2.66052038516697	3.26713679607654	0.00423317695007489	0.0276251288897129	0.0218957428452149	LOC110930623/LOC110870058/LOC110936279/LOC110936815/LOC110880268/LOC110864509/LOC110908954/LOC110896006/LOC110916076	9
structural constituent of nuclear pore	structural constituent of nuclear pore	10/3254	32/25972	0.3125	2.49423786109404	3.20094198194274	0.00443087984219193	0.0276426394114908	0.0219096217264128	LOC110930232/LOC110930218/LOC110937965/LOC110871954/LOC110872019/LOC110894392/LOC110894395/LOC110904861/LOC110899537/LOC110871756	10
acetyl-CoA carboxylase activity	acetyl-CoA carboxylase activity	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110941075/LOC110884458/LOC110884807/LOC110889119/LOC110909894	5
positive regulation of anaphase-promoting complex-dependent catabolic process	positive regulation of anaphase-promoting complex-dependent catabolic process	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110879636/LOC110884818/LOC110885582/LOC110907999/LOC110912143	5
positive regulation of ubiquitin protein ligase activity	positive regulation of ubiquitin protein ligase activity	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110879636/LOC110884818/LOC110885582/LOC110907999/LOC110912143	5
ribosomal large subunit export from nucleus	ribosomal large subunit export from nucleus	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110930623/LOC110942308/LOC110936279/LOC110915212/LOC110912616	5
sodium:proton antiporter activity	sodium:proton antiporter activity	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110930025/LOC110865109/LOC110884173/LOC110899142/LOC110926500	5
ubiquitin ligase activator activity	ubiquitin ligase activator activity	5/3254	10/25972	0.5	3.99078057775046	3.5800042455894	0.00449147245391462	0.0276426394114908	0.0219096217264128	LOC110879636/LOC110884818/LOC110885582/LOC110907999/LOC110912143	5
response to abscisic acid	response to abscisic acid	6/3254	14/25972	0.428571428571429	3.42066906664325	3.42871894466998	0.00470986850758288	0.0282965909542876	0.0224279452742042	LOC110876424/LOC110871527/LOC110879982/LOC110885415/LOC110906254/LOC110915948	6
spindle pole	spindle pole	6/3254	14/25972	0.428571428571429	3.42066906664325	3.42871894466998	0.00470986850758288	0.0282965909542876	0.0224279452742042	LOC110927338/LOC110928607/LOC110930751/LOC110866485/LOC110899484/LOC110908392	6
transcription by RNA polymerase III	transcription by RNA polymerase III	6/3254	14/25972	0.428571428571429	3.42066906664325	3.42871894466998	0.00470986850758288	0.0282965909542876	0.0224279452742042	LOC110882925/LOC110879365/LOC110901420/LOC110919738/LOC110917864/LOC110921339	6
pectinesterase inhibitor activity	pectinesterase inhibitor activity	13/3254	48/25972	0.270833333333333	2.16167281294817	3.04874780494628	0.00503639540373156	0.0300200891387779	0.0237939940333774	LOC110931036/LOC110931114/LOC118490575/LOC110931112/LOC110931111/LOC110931110/LOC110931108/LOC110937734/LOC110864740/LOC118480510/LOC110867238/LOC110887014/LOC110893680	13
catalytic step 2 spliceosome	catalytic step 2 spliceosome	18/3254	77/25972	0.233766233766234	1.86581949089632	2.8796043830445	0.0060466616622991	0.0357603349871908	0.028343726542027	LOC110929906/LOC110933136/LOC110933135/LOC110902294/LOC110902296/LOC110902298/LOC110871979/LOC110865211/LOC110908440/LOC110873316/LOC110935678/LOC110890756/LOC110894903/LOC118485106/LOC110943476/LOC110911022/LOC110915042/LOC110923717	18
endoplasmic reticulum exit site	endoplasmic reticulum exit site	8/3254	24/25972	0.333333333333333	2.66052038516697	3.08010804133533	0.0069018778009294	0.0396922835758912	0.0314601983428464	LOC110864246/LOC110872130/LOC110877234/LOC110873142/LOC110865861/LOC110915366/LOC110915825/LOC110918195	8
regulation of secondary shoot formation	regulation of secondary shoot formation	8/3254	24/25972	0.333333333333333	2.66052038516697	3.08010804133533	0.0069018778009294	0.0396922835758912	0.0314601983428464	LOC110936610/LOC110936860/LOC110934870/LOC110936862/LOC110936863/LOC110880955/LOC110913441/LOC110912465	8
mitochondrial proton-transporting ATP synthase complex	mitochondrial proton-transporting ATP synthase complex	6/3254	15/25972	0.4	3.19262446220037	3.21477586230283	0.0070261109632357	0.0396922835758912	0.0314601983428464	LOC118482165/LOC110872003/LOC110878970/LOC110910210/LOC110895545/LOC110926402	6
regulatory ncRNA-mediated post-transcriptional gene silencing	regulatory ncRNA-mediated post-transcriptional gene silencing	6/3254	15/25972	0.4	3.19262446220037	3.21477586230283	0.0070261109632357	0.0396922835758912	0.0314601983428464	LOC110873882/LOC110930905/LOC110930533/LOC110943476/LOC110926329/LOC110903655	6
RNA export from nucleus	RNA export from nucleus	6/3254	15/25972	0.4	3.19262446220037	3.21477586230283	0.0070261109632357	0.0396922835758912	0.0314601983428464	LOC110930232/LOC110930218/LOC110871954/LOC110894392/LOC110894395/LOC110899537	6
vesicle docking involved in exocytosis	vesicle docking involved in exocytosis	6/3254	15/25972	0.4	3.19262446220037	3.21477586230283	0.0070261109632357	0.0396922835758912	0.0314601983428464	LOC110864316/LOC110867801/LOC110942226/LOC110868785/LOC110904636/LOC110926237	6
alcohol-forming very long-chain fatty acyl-CoA reductase activity	alcohol-forming very long-chain fatty acyl-CoA reductase activity	5/3254	11/25972	0.454545454545455	3.62798234340951	3.2993329159437	0.0073905914982195	0.0402494803176415	0.031901833805264	LOC110879315/LOC110894501/LOC110868560/LOC110896318/LOC110898091	5
anaphase-promoting complex binding	anaphase-promoting complex binding	5/3254	11/25972	0.454545454545455	3.62798234340951	3.2993329159437	0.0073905914982195	0.0402494803176415	0.031901833805264	LOC110879636/LOC110884818/LOC110885582/LOC110907999/LOC110912143	5
Golgi transport complex	Golgi transport complex	5/3254	11/25972	0.454545454545455	3.62798234340951	3.2993329159437	0.0073905914982195	0.0402494803176415	0.031901833805264	LOC110879325/LOC110886243/LOC110893895/LOC110894073/LOC110917026	5
long-chain fatty-acyl-CoA metabolic process	long-chain fatty-acyl-CoA metabolic process	5/3254	11/25972	0.454545454545455	3.62798234340951	3.2993329159437	0.0073905914982195	0.0402494803176415	0.031901833805264	LOC110879315/LOC110894501/LOC110868560/LOC110896318/LOC110898091	5
suberin biosynthetic process	suberin biosynthetic process	5/3254	11/25972	0.454545454545455	3.62798234340951	3.2993329159437	0.0073905914982195	0.0402494803176415	0.031901833805264	LOC110879315/LOC110894501/LOC110868560/LOC110896318/LOC110898091	5
2 iron, 2 sulfur cluster binding	2 iron, 2 sulfur cluster binding	12/3254	45/25972	0.266666666666667	2.12841630813358	2.86726306228226	0.00789162553651934	0.0423685144052847	0.0335813852617844	LOC110865695/LOC110865691/LOC110930797/LOC110908482/LOC110908533/LOC110908537/LOC110908539/LOC110883814/LOC110908712/LOC110908705/LOC110904747/LOC110865539	12
plant-type primary cell wall biogenesis	plant-type primary cell wall biogenesis	12/3254	45/25972	0.266666666666667	2.12841630813358	2.86726306228226	0.00789162553651934	0.0423685144052847	0.0335813852617844	LOC110944449/LOC110880585/LOC110884667/LOC110930628/LOC110935245/LOC110942291/LOC110942290/LOC110865003/LOC110930813/LOC110883847/LOC110907902/LOC110910338	12
retrograde transport, endosome to Golgi	retrograde transport, endosome to Golgi	7/3254	20/25972	0.35	2.79354640442532	3.03675854385166	0.00844702961324286	0.0450309958959496	0.0356916744221529	LOC110931087/LOC110937502/LOC110937640/LOC110937717/LOC110864907/LOC110865863/LOC110920604	7
