ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
cell surface receptor signaling pathway	cell surface receptor signaling pathway	cell surface receptor signaling pathway	30/5384	115/35298	0.260869565217391	1.71028490212546	3.23667615112011	0.00180881422364234	0.0148172031820035	0.0118048928279816	LOC110867987/LOC110867991/LOC110875316/LOC110877225/LOC110877241/LOC110877242/LOC110877246/LOC110877247/LOC118481981/LOC110877291/LOC110877292/LOC118482010/LOC110885584/LOC110881622/LOC110885012/LOC110897734/LOC110901384/LOC110912331/LOC110908601/LOC110908917/LOC110908919/LOC110903782/LOC110903832/LOC110903830/LOC110895392/LOC110911559/LOC118487489/LOC110909867/LOC110913921/LOC110923937	30
vacuolar membrane	vacuolar membrane	vacuolar membrane	24/5384	86/35298	0.27906976744186	1.82960710459933	3.26783801059562	0.00189004910717096	0.0153546964656946	0.0122331147084401	LOC110899387/LOC110899389/LOC110901748/LOC110899391/LOC110899390/LOC110871436/LOC110933486/LOC110897897/LOC110928973/LOC110863911/LOC110865290/LOC110945075/LOC110865962/LOC110874477/LOC110884252/LOC110884254/LOC110881076/LOC110881558/LOC110890036/LOC110895112/LOC110900644/LOC110899238/LOC110899229/LOC110899319	24
cytosolic small ribosomal subunit	cytosolic small ribosomal subunit	cytosolic small ribosomal subunit	32/5384	127/35298	0.251968503937008	1.65192872436265	3.122437810768	0.00238242371492097	0.0183978890215024	0.0146576317738371	LOC110912550/LOC110924572/LOC110929665/LOC110930974/LOC110930975/LOC110930990/LOC110930999/LOC110931000/LOC110932642/LOC110930997/LOC110930998/LOC110878616/LOC110882663/LOC110882662/LOC110921178/LOC110880992/LOC110884473/LOC110885329/LOC110899878/LOC110900222/LOC110909884/LOC110911451/LOC110912374/LOC110916133/LOC110936332/LOC110940250/LOC110915443/LOC110920819/LOC110920630/LOC110920856/LOC110926443/LOC110926286	32
COPII-coated ER to Golgi transport vesicle	COPII-coated ER to Golgi transport vesicle	COPII-coated ER to Golgi transport vesicle	12/5384	33/35298	0.363636363636364	2.38403349993246	3.37454952640358	0.00240286181015961	0.0183978890215024	0.0146576317738371	LOC110876372/LOC110873365/LOC110929348/LOC110929350/LOC110929753/LOC110864911/LOC110869727/LOC110877632/LOC110890340/LOC110890359/LOC110898931/LOC110921297	12
(1->3)-beta-D-glucan biosynthetic process	(1->3)-beta-D-glucan biosynthetic process	(1->3)-beta-D-glucan biosynthetic process	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110876653/LOC110936412/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
1,3-beta-D-glucan synthase activity	1,3-beta-D-glucan synthase activity	1,3-beta-D-glucan synthase activity	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110876653/LOC110936412/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
1,3-beta-D-glucan synthase complex	1,3-beta-D-glucan synthase complex	1,3-beta-D-glucan synthase complex	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110876653/LOC110936412/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
calcium-mediated signaling	calcium-mediated signaling	calcium-mediated signaling	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110928061/LOC110930739/LOC110937567/LOC110878163/LOC110897730/LOC110899198/LOC110899793	7
cell wall organization	cell wall organization	cell wall organization	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110932224/LOC110930137/LOC110930139/LOC110930140/LOC110930181/LOC110865054/LOC110899341	7
kinase binding	kinase binding	kinase binding	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110928061/LOC110930739/LOC110937567/LOC110878163/LOC110897730/LOC110899198/LOC110899793	7
vernalization response	vernalization response	vernalization response	7/5384	14/35298	0.5	3.27804606240713	3.61677748830324	0.00243308806998505	0.0183978890215024	0.0146576317738371	LOC110869871/LOC110869880/LOC110869887/LOC110865600/LOC110865602/LOC110865604/LOC110893747	7
acetyl-CoA carboxylase activity	acetyl-CoA carboxylase activity	acetyl-CoA carboxylase activity	6/5384	11/35298	0.545454545454545	3.57605024989869	3.62516253165468	0.00289656922192415	0.0215706632208442	0.0171853867712246	LOC118484082/LOC110879644/LOC110884458/LOC110884807/LOC110909894/LOC110915869	6
nuclear membrane organization	nuclear membrane organization	nuclear membrane organization	6/5384	11/35298	0.545454545454545	3.57605024989869	3.62516253165468	0.00289656922192415	0.0215706632208442	0.0171853867712246	LOC110940458/LOC110865625/LOC110868254/LOC110889248/LOC110868330/LOC110868329	6
nucleosome binding	nucleosome binding	nucleosome binding	9/5384	22/35298	0.409090909090909	2.68203768742402	3.34804721702185	0.00332145079480289	0.0244513112283912	0.0194804042982525	LOC110877930/LOC110936056/LOC110865072/LOC110889965/LOC110890081/LOC110912157/LOC110912947/LOC110915655/LOC110921942	9
large ribosomal subunit rRNA binding	large ribosomal subunit rRNA binding	large ribosomal subunit rRNA binding	11/5384	30/35298	0.366666666666667	2.40390044576523	3.26355323771119	0.00335122683278263	0.0244513112283912	0.0194804042982525	LOC110944598/LOC110891044/LOC110868386/LOC118480918/LOC110872203/LOC110869621/LOC118480920/LOC110869651/LOC110869719/LOC110887733/LOC110890907	11
monoatomic anion transport	monoatomic anion transport	monoatomic anion transport	10/5384	26/35298	0.384615384615385	2.52157389415933	3.29267493672875	0.00340776158523866	0.0244513112283912	0.0194804042982525	LOC110941823/LOC110870871/LOC110869631/LOC110872193/LOC110941287/LOC110885908/LOC110894068/LOC110899217/LOC110911503/LOC110922039	10
nitrate transmembrane transporter activity	nitrate transmembrane transporter activity	nitrate transmembrane transporter activity	10/5384	26/35298	0.384615384615385	2.52157389415933	3.29267493672875	0.00340776158523866	0.0244513112283912	0.0194804042982525	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
nucleotide binding	nucleotide binding	nucleotide binding	10/5384	26/35298	0.384615384615385	2.52157389415933	3.29267493672875	0.00340776158523866	0.0244513112283912	0.0194804042982525	LOC110945007/LOC110927946/LOC110935395/LOC110895132/LOC110895130/LOC110868599/LOC110940900/LOC110865019/LOC110868501/LOC110904377	10
mechanosensitive monoatomic ion channel activity	mechanosensitive monoatomic ion channel activity	mechanosensitive monoatomic ion channel activity	7/5384	15/35298	0.466666666666667	3.05950965824666	3.38462757641138	0.00396497256200957	0.028040057758672	0.0223395652111709	LOC110870871/LOC110869631/LOC110872193/LOC110885908/LOC110894068/LOC110911503/LOC110922039	7
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	7/5384	15/35298	0.466666666666667	3.05950965824666	3.38462757641138	0.00396497256200957	0.028040057758672	0.0223395652111709	LOC110871569/LOC110879883/LOC110885235/LOC110911242/LOC110912236/LOC110914950/LOC110921707	7
microtubule cytoskeleton organization	microtubule cytoskeleton organization	microtubule cytoskeleton organization	19/5384	67/35298	0.283582089552239	1.85919030405181	2.98640333522543	0.00441482559896173	0.0309983825984241	0.024696468012237	LOC110867888/LOC110898952/LOC110937733/LOC110940095/LOC110940904/LOC110865507/LOC110884601/LOC110867693/LOC110867677/LOC110873866/LOC110878216/LOC110885516/LOC110894717/LOC110895460/LOC110897292/LOC110897777/LOC110898149/LOC110910941/LOC110919433	19
potassium ion transmembrane transporter activity	potassium ion transmembrane transporter activity	potassium ion transmembrane transporter activity	9/5384	23/35298	0.391304347826087	2.56542735318819	3.18601270500102	0.00472639949657008	0.0329507142207687	0.0262518941802773	LOC110928973/LOC110871704/LOC110878621/LOC110884225/LOC110895034/LOC110895867/LOC110908914/LOC110910173/LOC110911932	9
cellular oxidant detoxification	cellular oxidant detoxification	cellular oxidant detoxification	6/5384	12/35298	0.5	3.27804606240713	3.34839039815532	0.00504886526556488	0.0347065353569949	0.0276507600852431	LOC110933878/LOC110872537/LOC110888227/LOC110896725/LOC110893651/LOC110909251	6
endoplasmic reticulum lumen	endoplasmic reticulum lumen	endoplasmic reticulum lumen	6/5384	12/35298	0.5	3.27804606240713	3.34839039815532	0.00504886526556488	0.0347065353569949	0.0276507600852431	LOC110903994/LOC110930261/LOC110930260/LOC110901815/LOC110901836/LOC110926376	6
hormone-mediated signaling pathway	hormone-mediated signaling pathway	hormone-mediated signaling pathway	17/5384	59/35298	0.288135593220339	1.88904349359055	2.89948859198497	0.00577143371359109	0.039398050975417	0.0313884991440919	LOC118488004/LOC110929043/LOC110929858/LOC110932158/LOC110929864/LOC110932160/LOC110932165/LOC110905185/LOC110933170/LOC110936196/LOC110944668/LOC110878914/LOC110868451/LOC110882068/LOC110895499/LOC110901604/LOC110904938	17
phagophore assembly site	phagophore assembly site	phagophore assembly site	7/5384	16/35298	0.4375	2.86829030460624	3.17111456229339	0.00612902407021869	0.0415505562829308	0.0331034040525786	LOC110929389/LOC110941840/LOC110903750/LOC110868727/LOC110903876/LOC110898106/LOC110926367	7
magnesium ion transmembrane transporter activity	magnesium ion transmembrane transporter activity	magnesium ion transmembrane transporter activity	10/5384	28/35298	0.357142857142857	2.34146147314795	3.01258055437182	0.00630156260273327	0.0421390206699783	0.0335722347041429	LOC110910854/LOC110929450/LOC110941604/LOC110868567/LOC110871495/LOC110879991/LOC110880031/LOC110884757/LOC110910496/LOC110879865	10
magnesium ion transport	magnesium ion transport	magnesium ion transport	10/5384	28/35298	0.357142857142857	2.34146147314795	3.01258055437182	0.00630156260273327	0.0421390206699783	0.0335722347041429	LOC110910854/LOC110929450/LOC110941604/LOC110868567/LOC110871495/LOC110879991/LOC110880031/LOC110884757/LOC110910496/LOC110879865	10
L-ascorbic acid binding	L-ascorbic acid binding	L-ascorbic acid binding	8/5384	20/35298	0.4	2.62243684992571	3.07903765459582	0.00655133199953391	0.0429400700751726	0.0342104322277972	LOC110889216/LOC110901421/LOC110909052/LOC110911497/LOC110912038/LOC110915143/LOC110915142/LOC110922730	8
3-hydroxyisobutyryl-CoA hydrolase activity	3-hydroxyisobutyryl-CoA hydrolase activity	3-hydroxyisobutyryl-CoA hydrolase activity	9/5384	24/35298	0.375	2.45853454680535	3.03234886362833	0.0065524013339531	0.0429400700751726	0.0342104322277972	LOC110935888/LOC110937823/LOC110864647/LOC110864640/LOC110864641/LOC110864636/LOC110888289/LOC110892672/LOC110911126	9
lignin biosynthetic process	lignin biosynthetic process	lignin biosynthetic process	9/5384	24/35298	0.375	2.45853454680535	3.03234886362833	0.0065524013339531	0.0429400700751726	0.0342104322277972	LOC110867824/LOC110867822/LOC110867821/LOC110909259/LOC110909257/LOC110909246/LOC110907290/LOC110909243/LOC110909241	9
actin cytoskeleton	actin cytoskeleton	actin cytoskeleton	18/5384	65/35298	0.276923076923077	1.81553320379472	2.79195036079506	0.00719003378809799	0.0468066437993399	0.037290938573335	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110889038/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110894934/LOC110908459/LOC110907009	18
carbohydrate metabolic process	carbohydrate metabolic process	carbohydrate metabolic process	90/5384	461/35298	0.195227765726681	1.27993121742578	2.56664379106177	0.00748361977592745	0.0483973568403729	0.0385582625574101	LOC110871782/LOC110871204/LOC110898789/LOC110898791/LOC110898790/LOC110919237/LOC110921587/LOC110930169/LOC110923688/LOC110927059/LOC110927240/LOC110929547/LOC110935536/LOC110929924/LOC110930247/LOC110935656/LOC110936556/LOC110938203/LOC110941647/LOC110866030/LOC110864377/LOC110864378/LOC110945152/LOC110864380/LOC110864382/LOC110866078/LOC110863829/LOC110865191/LOC110865550/LOC110878919/LOC110867978/LOC110869298/LOC110869034/LOC110869194/LOC110872634/LOC110941872/LOC110873013/LOC110873197/LOC110884768/LOC110878935/LOC110876375/LOC110878710/LOC110878866/LOC110879610/LOC110880215/LOC110884987/LOC110885739/LOC110882722/LOC110886388/LOC110886521/LOC110886810/LOC110886961/LOC110888350/LOC110890782/LOC110887304/LOC110893742/LOC110894141/LOC110895290/LOC110898575/LOC110901265/LOC118485805/LOC110901235/LOC110901236/LOC110901245/LOC110898581/LOC110903185/LOC118485370/LOC110899497/LOC110909009/LOC110908417/LOC110904663/LOC110904933/LOC110913105/LOC110910115/LOC110910117/LOC110910116/LOC118487434/LOC110912780/LOC110914413/LOC110919340/LOC110918499/LOC110915427/LOC110926547/LOC110923640/LOC110923643/LOC110923642/LOC110922417/LOC110921290/LOC110921558/LOC110922634	90
