ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
RNA helicase activity	RNA helicase activity	RNA helicase activity	21/4088	84/35298	0.25	2.15863502935421	3.84774315535535	0.000472995487468534	0.00479164993826819	0.00357181947058618	LOC110869714/LOC110928435/LOC110928458/LOC110935525/LOC110935927/LOC110938070/LOC110889866/LOC110889865/LOC110889864/LOC110865211/LOC110865465/LOC110865833/LOC110877034/LOC110886980/LOC110883614/LOC110890370/LOC110893728/LOC110921403/LOC110910052/LOC110911092/LOC110911341	21
activation of GTPase activity	activation of GTPase activity	activation of GTPase activity	8/4088	18/35298	0.444444444444444	3.83757338551859	4.35809329541817	0.000479587559228628	0.00480618930323743	0.00358265748829535	LOC110877647/LOC110928692/LOC110929749/LOC110864493/LOC110877446/LOC110898930/LOC110899935/LOC110920702	8
methyltransferase activity	methyltransferase activity	methyltransferase activity	24/4088	102/35298	0.235294117647059	2.03165649821572	3.77629580495655	0.000509605528735282	0.0050526846040562	0.00376640144418014	LOC110928797/LOC110930050/LOC110887030/LOC110940315/LOC110896051/LOC110865557/LOC110867648/LOC110871911/LOC110872626/LOC110873703/LOC110879692/LOC110885313/LOC110894351/LOC110894379/LOC110894892/LOC110895356/LOC118485071/LOC110897341/LOC110899298/LOC110886501/LOC110915352/LOC110920123/LOC110922932/LOC110889397	24
protein serine/threonine phosphatase activity	protein serine/threonine phosphatase activity	protein serine/threonine phosphatase activity	31/4088	146/35298	0.212328767123288	1.83336125780768	3.65184361692792	0.00059031978217482	0.00579134775775718	0.00431702001368844	LOC110924484/LOC110928746/LOC110942952/LOC110937738/LOC110940034/LOC110940071/LOC110940867/LOC110940885/LOC110942102/LOC110865521/LOC110865761/LOC110865563/LOC110873611/LOC110873694/LOC110877390/LOC110877781/LOC110877708/LOC110890135/LOC110890519/LOC110890492/LOC110889569/LOC110891221/LOC110884552/LOC110909346/LOC110904771/LOC110912637/LOC110912979/LOC110937770/LOC110920640/LOC110920836/LOC110920707	31
cytoskeleton	cytoskeleton	cytoskeleton	11/4088	32/35298	0.34375	2.96812316536204	4.03112826855967	0.000624428733978578	0.00606216229237536	0.00451889215379234	LOC110940421/LOC110899459/LOC118481041/LOC110884534/LOC110909036/LOC110909846/LOC110909239/LOC110911970/LOC118487669/LOC110916783/LOC110915572	11
calmodulin binding	calmodulin binding	calmodulin binding	28/4088	128/35298	0.21875	1.88880565068493	3.64588582728004	0.000647910416131928	0.00622528358592739	0.00464048697392374	LOC110866405/LOC110867206/LOC110929493/LOC110930824/LOC110937799/LOC110939632/LOC110939818/LOC110940629/LOC110865694/LOC110868253/LOC110873588/LOC110877854/LOC110895175/LOC110885524/LOC110886181/LOC110889267/LOC110890288/LOC110921049/LOC110894677/LOC110895438/LOC110897402/LOC110897592/LOC110899783/LOC110909911/LOC110911027/LOC110916330/LOC110916328/LOC110882480	28
cytokinesis by cell plate formation	cytokinesis by cell plate formation	cytokinesis by cell plate formation	6/4088	11/35298	0.545454545454545	4.70974915495463	4.45359760887705	0.000660980773532473	0.0062299623484165	0.00464397464417765	LOC110911057/LOC110884570/LOC110942104/LOC110881854/LOC110890063/LOC110898987	6
vacuolar membrane	vacuolar membrane	vacuolar membrane	21/4088	86/35298	0.244186046511628	2.10843421471806	3.72469965473198	0.000661766386795315	0.0062299623484165	0.00464397464417765	LOC110899387/LOC110899389/LOC110901748/LOC110899391/LOC110899390/LOC110871436/LOC110908714/LOC110908303/LOC118486884/LOC110928973/LOC110935527/LOC110935548/LOC110935549/LOC110877917/LOC110878455/LOC110880211/LOC110884252/LOC110884254/LOC110881076/LOC110916532/LOC110922834	21
actin filament binding	actin filament binding	actin filament binding	27/4088	124/35298	0.217741935483871	1.88010147717947	3.55312240821861	0.000862699038346469	0.00804035503738909	0.00599348805588073	LOC110864823/LOC110866906/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110939809/LOC110941445/LOC110884179/LOC110878917/LOC110889038/LOC110877028/LOC110877726/LOC110885250/LOC110889114/LOC110891591/LOC110889115/LOC110889163/LOC110890487/LOC110890302/LOC110894934/LOC110865468/LOC110898610/LOC110939284/LOC110910552/LOC110894246/LOC110915376	27
actin cytoskeleton	actin cytoskeleton	actin cytoskeleton	17/4088	65/35298	0.261538461538462	2.25826433840133	3.67477887545611	0.000918427615511019	0.00834154853393103	0.00621800545786592	LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110889038/LOC110877028/LOC110889114/LOC110891591/LOC110889115/LOC110889163/LOC110890487/LOC110894934/LOC110898610/LOC110939284/LOC110915376	17
ribonucleoprotein complex	ribonucleoprotein complex	ribonucleoprotein complex	17/4088	65/35298	0.261538461538462	2.25826433840133	3.67477887545611	0.000918427615511019	0.00834154853393103	0.00621800545786592	LOC110871940/LOC110904134/LOC110935525/LOC110883141/LOC110936511/LOC110889866/LOC110889865/LOC110889864/LOC110864237/LOC110909359/LOC110885463/LOC110885464/LOC110907875/LOC110895981/LOC110893661/LOC110919802/LOC110920786	17
beta-glucosidase activity	beta-glucosidase activity	beta-glucosidase activity	15/4088	54/35298	0.277777777777778	2.39848336594912	3.7221086430274	0.000921866415230576	0.00834154853393103	0.00621800545786592	LOC110915001/LOC110941647/LOC110864682/LOC110864736/LOC118481214/LOC110889733/LOC110891117/LOC110904334/LOC110910115/LOC110910117/LOC110910116/LOC110909591/LOC110916988/LOC110915465/LOC110916750	15
Ino80 complex	Ino80 complex	Ino80 complex	9/4088	24/35298	0.375	3.23795254403131	3.96923301744812	0.000950316717474336	0.00851629981428924	0.00634826957017269	LOC110908091/LOC110936713/LOC110936367/LOC110864608/LOC110877645/LOC110893755/LOC110911299/LOC110912671/LOC110926407	9
protein dephosphorylation	protein dephosphorylation	protein dephosphorylation	33/4088	163/35298	0.202453987730061	1.74809707898623	3.46464896583564	0.000963578657652754	0.00855290770411778	0.00637555803559717	LOC110924484/LOC110928746/LOC110940034/LOC110940867/LOC110941036/LOC110864302/LOC110936015/LOC110865761/LOC110865563/LOC110868293/LOC110868793/LOC110872307/LOC110872540/LOC110873694/LOC110877390/LOC110877781/LOC110889185/LOC110890135/LOC110890519/LOC110889569/LOC110891221/LOC110869096/LOC110897406/LOC110897407/LOC110884552/LOC110909346/LOC110912637/LOC110918265/LOC110937770/LOC110920640/LOC110920836/LOC110920707/LOC110921398	33
protein localization to membrane	protein localization to membrane	protein localization to membrane	10/4088	29/35298	0.344827586206897	2.97742762669546	3.85549798085367	0.0010673487132796	0.00938461321487344	0.00699553277819795	LOC110928789/LOC110867919/LOC110867918/LOC110877406/LOC110886594/LOC110886644/LOC110893903/LOC110893955/LOC110909158/LOC118486392	10
flavin adenine dinucleotide binding	flavin adenine dinucleotide binding	flavin adenine dinucleotide binding	31/4088	152/35298	0.203947368421053	1.76099173447317	3.40283771817572	0.00119027258602118	0.010012280105188	0.0074634118696906	LOC110929308/LOC110929307/LOC110929300/LOC110929299/LOC110916839/LOC110886885/LOC118490389/LOC110917615/LOC110878276/LOC110943174/LOC110940477/LOC110892678/LOC110874223/LOC110877524/LOC110877525/LOC110877473/LOC110878172/LOC110876193/LOC110884149/LOC110885468/LOC110890037/LOC110894001/LOC110894003/LOC110894002/LOC110895448/LOC110910241/LOC110911094/LOC110912724/LOC110917185/LOC110923282/LOC110926282	31
beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	6/4088	12/35298	0.5	4.31727005870841	4.15956287780261	0.00119244966918011	0.010012280105188	0.0074634118696906	LOC110865126/LOC110867343/LOC110871646/LOC110878366/LOC110911252/LOC110926375	6
box H/ACA snoRNP complex	box H/ACA snoRNP complex	box H/ACA snoRNP complex	6/4088	12/35298	0.5	4.31727005870841	4.15956287780261	0.00119244966918011	0.010012280105188	0.0074634118696906	LOC118480431/LOC110872308/LOC110881399/LOC110869094/LOC110907756/LOC110883277	6
N-acetylglucosamine metabolic process	N-acetylglucosamine metabolic process	N-acetylglucosamine metabolic process	6/4088	12/35298	0.5	4.31727005870841	4.15956287780261	0.00119244966918011	0.010012280105188	0.0074634118696906	LOC110865126/LOC110867343/LOC110871646/LOC110878366/LOC110911252/LOC110926375	6
pyruvate dehydrogenase (acetyl-transferring) activity	pyruvate dehydrogenase (acetyl-transferring) activity	pyruvate dehydrogenase (acetyl-transferring) activity	6/4088	12/35298	0.5	4.31727005870841	4.15956287780261	0.00119244966918011	0.010012280105188	0.0074634118696906	LOC118492229/LOC110939019/LOC110871809/LOC110877815/LOC110877639/LOC110894330	6
brassinosteroid mediated signaling pathway	brassinosteroid mediated signaling pathway	brassinosteroid mediated signaling pathway	12/4088	40/35298	0.3	2.59036203522505	3.6422907881553	0.00141373999942256	0.0115960199522209	0.00864397240621842	LOC110910097/LOC110927089/LOC110941320/LOC110940097/LOC110873902/LOC110884156/LOC110890104/LOC110893960/LOC110893961/LOC110895320/LOC110865407/LOC110920988	12
CCR4-NOT complex	CCR4-NOT complex	CCR4-NOT complex	12/4088	40/35298	0.3	2.59036203522505	3.6422907881553	0.00141373999942256	0.0115960199522209	0.00864397240621842	LOC110867453/LOC110889314/LOC110939931/LOC118479683/LOC110865273/LOC110872523/LOC110873328/LOC110882518/LOC110886738/LOC110893872/LOC110897544/LOC118489163	12
SNARE binding	SNARE binding	SNARE binding	19/4088	79/35298	0.240506329113924	2.07666154722683	3.46722235932787	0.00141839729029311	0.0115960199522209	0.00864397240621842	LOC110864246/LOC110892845/LOC110928605/LOC110929494/LOC110930704/LOC110864264/LOC110865472/LOC110877213/LOC110877852/LOC110912258/LOC110884977/LOC110886849/LOC110894429/LOC110892834/LOC110893350/LOC110930098/LOC118479410/LOC110926307/LOC110923113	19
cytoskeleton organization	cytoskeleton organization	cytoskeleton organization	10/4088	30/35298	0.333333333333333	2.87818003913894	3.72464502299857	0.00143637494837776	0.0116408821903311	0.00867741387578326	LOC110866533/LOC110866906/LOC110939809/LOC118492252/LOC110884179/LOC110885250/LOC110889941/LOC110897409/LOC110865468/LOC110910045	10
nucleoplasm	nucleoplasm	nucleoplasm	11/4088	35/35298	0.314285714285714	2.713712608331	3.67104613381375	0.00145398761475169	0.0116820384219705	0.00870809279252376	LOC110929339/LOC110929353/LOC110937265/LOC110880014/LOC110890470/LOC110904576/LOC110910522/LOC110911740/LOC118487610/LOC110911741/LOC110915520	11
endocytosis	endocytosis	endocytosis	14/4088	51/35298	0.274509803921569	2.37026591458501	3.54410287952706	0.00152961858078939	0.0121846539939805	0.00908275540549707	LOC110928593/LOC110933495/LOC110938065/LOC110903750/LOC110865466/LOC110865594/LOC110916378/LOC110868469/LOC110877153/LOC110883990/LOC110890888/LOC110898161/LOC110910386/LOC110926367	14
translational initiation	translational initiation	translational initiation	16/4088	63/35298	0.253968253968254	2.19289907743919	3.42976446351434	0.00179319193232904	0.0141631769570396	0.0105575974606349	LOC110879228/LOC110894866/LOC118485660/LOC110942077/LOC110864268/LOC110873367/LOC110873590/LOC110886254/LOC110883621/LOC110889764/LOC110889774/LOC110896247/LOC110894052/LOC110912654/LOC110912866/LOC110923091	16
response to hormone	response to hormone	response to hormone	14/4088	52/35298	0.269230769230769	2.32468387776607	3.45968422059172	0.00187318668662713	0.0145965777798088	0.0108806656140431	LOC110911065/LOC110928437/LOC110929007/LOC110935887/LOC110940779/LOC110941533/LOC110864445/LOC110921231/LOC110877618/LOC118482628/LOC110886230/LOC110886696/LOC110894082/LOC110899475	14
chloroplast fission	chloroplast fission	chloroplast fission	7/4088	17/35298	0.411764705882353	3.55539887187752	3.81408329260563	0.00187938769697108	0.0145965777798088	0.0108806656140431	LOC110916523/LOC110936391/LOC110898253/LOC110936329/LOC110873323/LOC110894603/LOC110918745	7
phosphoprotein phosphatase activity	phosphoprotein phosphatase activity	phosphoprotein phosphatase activity	10/4088	31/35298	0.32258064516129	2.78533552174736	3.59909981022268	0.00190259800257144	0.0146547218049304	0.0109240076702666	LOC110916324/LOC110872644/LOC110941320/LOC110884156/LOC110890104/LOC110904899/LOC110865407/LOC110915426/LOC110916461/LOC110916054	10
carbon fixation	carbon fixation	carbon fixation	6/4088	13/35298	0.461538461538462	3.98517236188469	3.89604069055048	0.00199814138437864	0.0151403883759422	0.0112860360606752	LOC110928485/LOC110909114/LOC110885880/LOC110929879/LOC110897458/LOC110912914	6
mitotic spindle assembly checkpoint signaling	mitotic spindle assembly checkpoint signaling	mitotic spindle assembly checkpoint signaling	6/4088	13/35298	0.461538461538462	3.98517236188469	3.89604069055048	0.00199814138437864	0.0151403883759422	0.0112860360606752	LOC110936814/LOC110941409/LOC110885611/LOC110892587/LOC110908764/LOC110918571	6
mannan synthase activity	mannan synthase activity	mannan synthase activity	12/4088	42/35298	0.285714285714286	2.46701146211909	3.44285783804479	0.00224627090615947	0.0168046316427878	0.0125266059230178	LOC110927367/LOC110930628/LOC110938148/LOC110938151/LOC110938153/LOC110938152/LOC110938154/LOC110865003/LOC110915073/LOC110917311/LOC110918766/LOC110921473	12
cellular lipid metabolic process	cellular lipid metabolic process	cellular lipid metabolic process	8/4088	22/35298	0.363636363636364	3.13983276996976	3.63353179055118	0.00228990152213954	0.0168046316427878	0.0125266059230178	LOC110929137/LOC110918528/LOC110881153/LOC110940186/LOC110872795/LOC110879450/LOC110908856/LOC110926490	8
protein serine/threonine kinase activator activity	protein serine/threonine kinase activator activity	protein serine/threonine kinase activator activity	8/4088	22/35298	0.363636363636364	3.13983276996976	3.63353179055118	0.00228990152213954	0.0168046316427878	0.0125266059230178	LOC110910454/LOC110935864/LOC110941924/LOC110864498/LOC110864496/LOC110873784/LOC118486607/LOC110920784	8
translation initiation factor binding	translation initiation factor binding	translation initiation factor binding	8/4088	22/35298	0.363636363636364	3.13983276996976	3.63353179055118	0.00228990152213954	0.0168046316427878	0.0125266059230178	LOC110879228/LOC118485660/LOC110864268/LOC110873367/LOC110886254/LOC110889774/LOC110896247/LOC110894052	8
regulation of cell shape	regulation of cell shape	regulation of cell shape	9/4088	27/35298	0.333333333333333	2.87818003913894	3.53335824874939	0.00246807115629581	0.0179706431067788	0.0133957809470003	LOC118492252/LOC110899459/LOC118481041/LOC110889941/LOC110909036/LOC110910045/LOC110911970/LOC118487669/LOC110916783	9
metal ion binding	metal ion binding	metal ion binding	70/4088	434/35298	0.161290322580645	1.39266776087368	2.97892082797848	0.00268340260251271	0.0193870637638903	0.0144516174431529	LOC110942707/LOC110864945/LOC110913537/LOC110915144/LOC110928425/LOC110928637/LOC110928690/LOC110931505/LOC110929442/LOC110929513/LOC110935445/LOC110936605/LOC110937047/LOC110938101/LOC110939730/LOC110940564/LOC110941075/LOC118492415/LOC110942255/LOC110864236/LOC110865078/LOC110865304/LOC110872521/LOC110873396/LOC110877227/LOC110877341/LOC110877300/LOC110874159/LOC110877535/LOC110941488/LOC110884853/LOC110886304/LOC110886441/LOC110889119/LOC110889614/LOC110889735/LOC110927144/LOC110893682/LOC118484758/LOC110894091/LOC110894361/LOC110894364/LOC110894365/LOC118479225/LOC110894636/LOC110894755/LOC110894950/LOC110895336/LOC110895536/LOC110897703/LOC110897976/LOC110898585/LOC110898679/LOC110898673/LOC110898672/LOC110898762/LOC110901776/LOC110913264/LOC110911740/LOC118487610/LOC110911741/LOC110912030/LOC110913033/LOC110915671/LOC110915129/LOC110922300/LOC110926170/LOC110926282/LOC110925311/LOC110928610	70
nuclear polyadenylation-dependent rRNA catabolic process	nuclear polyadenylation-dependent rRNA catabolic process	nuclear polyadenylation-dependent rRNA catabolic process	7/4088	18/35298	0.388888888888889	3.35787671232877	3.62135010987377	0.00277016960280719	0.0194120155625286	0.0144702171575207	LOC110915756/LOC110865839/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110918715	7
nuclear polyadenylation-dependent tRNA catabolic process	nuclear polyadenylation-dependent tRNA catabolic process	nuclear polyadenylation-dependent tRNA catabolic process	7/4088	18/35298	0.388888888888889	3.35787671232877	3.62135010987377	0.00277016960280719	0.0194120155625286	0.0144702171575207	LOC110915756/LOC110865839/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110918715	7
transcription elongation by RNA polymerase II	transcription elongation by RNA polymerase II	transcription elongation by RNA polymerase II	7/4088	18/35298	0.388888888888889	3.35787671232877	3.62135010987377	0.00277016960280719	0.0194120155625286	0.0144702171575207	LOC110909150/LOC110938018/LOC110865368/LOC110875165/LOC110878137/LOC110885399/LOC110904961	7
tryptophan biosynthetic process	tryptophan biosynthetic process	tryptophan biosynthetic process	7/4088	18/35298	0.388888888888889	3.35787671232877	3.62135010987377	0.00277016960280719	0.0194120155625286	0.0144702171575207	LOC110865338/LOC110872707/LOC110873291/LOC110889709/LOC110937129/LOC110894970/LOC110925011	7
mitochondrial outer membrane	mitochondrial outer membrane	mitochondrial outer membrane	12/4088	43/35298	0.27906976744186	2.40963910253493	3.34741272917588	0.00279216417415845	0.0194201269426543	0.0144762635895097	LOC110937513/LOC110864241/LOC110864892/LOC110891069/LOC110927132/LOC110873421/LOC110894646/LOC110903972/LOC110910121/LOC110912105/LOC110921307/LOC110910983	12
chloride transport	chloride transport	chloride transport	6/4088	14/35298	0.428571428571429	3.70051719317864	3.65762784081303	0.00315592791428304	0.0212304920591588	0.0158257564479837	LOC110929030/LOC110940781/LOC110865700/LOC110865654/LOC110899634/LOC110926348	6
histone acetyltransferase complex	histone acetyltransferase complex	histone acetyltransferase complex	6/4088	14/35298	0.428571428571429	3.70051719317864	3.65762784081303	0.00315592791428304	0.0212304920591588	0.0158257564479837	LOC110941377/LOC110871933/LOC110879368/LOC110884050/LOC110889535/LOC110889539	6
spindle pole	spindle pole	spindle pole	6/4088	14/35298	0.428571428571429	3.70051719317864	3.65762784081303	0.00315592791428304	0.0212304920591588	0.0158257564479837	LOC110928607/LOC110939640/LOC110866485/LOC110877266/LOC110899484/LOC110908392	6
voltage-gated chloride channel activity	voltage-gated chloride channel activity	voltage-gated chloride channel activity	6/4088	14/35298	0.428571428571429	3.70051719317864	3.65762784081303	0.00315592791428304	0.0212304920591588	0.0158257564479837	LOC110929030/LOC110940781/LOC110865700/LOC110865654/LOC110899634/LOC110926348	6
regulation of exocytosis	regulation of exocytosis	regulation of exocytosis	5/4088	10/35298	0.5	4.31727005870841	3.79703642329903	0.00316635021053978	0.0212304920591588	0.0158257564479837	LOC110904411/LOC110872670/LOC110941498/LOC110898250/LOC110904394	5
transcription regulator complex	transcription regulator complex	transcription regulator complex	9/4088	28/35298	0.321428571428571	2.77538789488398	3.40131611681132	0.00326788574241575	0.021754782228082	0.0162165758646195	LOC110924365/LOC110941377/LOC118480404/LOC110871933/LOC110879368/LOC110889535/LOC110889539/LOC110926055/LOC110898407	9
ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	7/4088	19/35298	0.368421052631579	3.18114635904831	3.44176277066524	0.00395178119635229	0.0255768060763912	0.019065611035033	LOC110942024/LOC110872136/LOC110878289/LOC110894557/LOC110895959/LOC110914979/LOC110920580	7
ER to Golgi transport vesicle membrane	ER to Golgi transport vesicle membrane	ER to Golgi transport vesicle membrane	7/4088	19/35298	0.368421052631579	3.18114635904831	3.44176277066524	0.00395178119635229	0.0255768060763912	0.019065611035033	LOC110883131/LOC110873142/LOC110888243/LOC110915366/LOC110915825/LOC110926413/LOC118489217	7
phospholipid translocation	phospholipid translocation	phospholipid translocation	7/4088	19/35298	0.368421052631579	3.18114635904831	3.44176277066524	0.00395178119635229	0.0255768060763912	0.019065611035033	LOC110942024/LOC110872136/LOC110878289/LOC110894557/LOC110895959/LOC110914979/LOC110920580	7
spindle	spindle	spindle	7/4088	19/35298	0.368421052631579	3.18114635904831	3.44176277066524	0.00395178119635229	0.0255768060763912	0.019065611035033	LOC110936814/LOC110941409/LOC110942104/LOC110890063/LOC110898987/LOC110910941/LOC110919433	7
calcium-dependent protein serine/threonine kinase activity	calcium-dependent protein serine/threonine kinase activity	calcium-dependent protein serine/threonine kinase activity	18/4088	80/35298	0.225	1.94277152641879	3.05524866585715	0.0040613145291374	0.0259256516517538	0.019325649525816	LOC110866405/LOC110867206/LOC110930824/LOC110937799/LOC110939632/LOC110939818/LOC110868253/LOC110873588/LOC110885524/LOC110890288/LOC110894677/LOC110897402/LOC110897592/LOC110899783/LOC110909911/LOC110916330/LOC110916328/LOC110882480	18
calmodulin-dependent protein kinase activity	calmodulin-dependent protein kinase activity	calmodulin-dependent protein kinase activity	18/4088	80/35298	0.225	1.94277152641879	3.05524866585715	0.0040613145291374	0.0259256516517538	0.019325649525816	LOC110866405/LOC110867206/LOC110930824/LOC110937799/LOC110939632/LOC110939818/LOC110868253/LOC110873588/LOC110885524/LOC110890288/LOC110894677/LOC110897402/LOC110897592/LOC110899783/LOC110909911/LOC110916330/LOC110916328/LOC110882480	18
4 iron, 4 sulfur cluster binding	4 iron, 4 sulfur cluster binding	4 iron, 4 sulfur cluster binding	12/4088	45/35298	0.266666666666667	2.30254403131115	3.16430316947698	0.00420587298019257	0.0263082924618557	0.0196108798563641	LOC110944832/LOC110940632/LOC110941125/LOC110864961/LOC110889154/LOC110890044/LOC110890246/LOC110894015/LOC118485871/LOC110910716/LOC110912552/LOC110922804	12
RNA polymerase II, core complex	RNA polymerase II, core complex	RNA polymerase II, core complex	9/4088	29/35298	0.310344827586207	2.67968486402591	3.27497275465129	0.00425812740552703	0.0263082924618557	0.0196108798563641	LOC110936463/LOC110937867/LOC110884502/LOC110889075/LOC110898729/LOC110911779/LOC110911844/LOC110913848/LOC110912021	9
vesicle docking	vesicle docking	vesicle docking	9/4088	29/35298	0.310344827586207	2.67968486402591	3.27497275465129	0.00425812740552703	0.0263082924618557	0.0196108798563641	LOC110928605/LOC110929494/LOC110930704/LOC110877213/LOC110877852/LOC110884977/LOC110886849/LOC110930098/LOC110926307	9
autophagy of mitochondrion	autophagy of mitochondrion	autophagy of mitochondrion	8/4088	24/35298	0.333333333333333	2.87818003913894	3.33114044082161	0.0042623950233264	0.0263082924618557	0.0196108798563641	LOC110929389/LOC110864248/LOC110872369/LOC110877503/LOC110884011/LOC110910413/LOC110912136/LOC110918648	8
leaf development	leaf development	leaf development	8/4088	24/35298	0.333333333333333	2.87818003913894	3.33114044082161	0.0042623950233264	0.0263082924618557	0.0196108798563641	LOC110942106/LOC110928485/LOC110909114/LOC110885880/LOC110929879/LOC110889704/LOC110897458/LOC110912914	8
small-subunit processome	small-subunit processome	small-subunit processome	14/4088	57/35298	0.245614035087719	2.12076423936554	3.06482045913274	0.00468425755833772	0.0282115913574869	0.0210296479511423	LOC110866000/LOC110874977/LOC110898947/LOC110940389/LOC110864687/LOC110877334/LOC110878119/LOC110898016/LOC110910560/LOC110910762/LOC110912806/LOC110909797/LOC110926290/LOC110920785	14
protein folding	protein folding	protein folding	34/4088	186/35298	0.182795698924731	1.57835679565684	2.86221324941576	0.00472775088747462	0.0282115913574869	0.0210296479511423	LOC110942199/LOC110866733/LOC110931608/LOC110913120/LOC110904418/LOC110929397/LOC110929398/LOC110929403/LOC110929404/LOC110929405/LOC110936076/LOC110939638/LOC110865198/LOC110868974/LOC110869235/LOC110872674/LOC110908792/LOC110874999/LOC110889421/LOC110889540/LOC110889707/LOC110895573/LOC110897380/LOC110898238/LOC110910501/LOC110910584/LOC110910841/LOC110911022/LOC110911895/LOC110916798/LOC110917240/LOC110920725/LOC110923754/LOC110939570	34
methyl salicylate esterase activity	methyl salicylate esterase activity	methyl salicylate esterase activity	6/4088	15/35298	0.4	3.45381604696673	3.44018926349871	0.00474857165045897	0.0282115913574869	0.0210296479511423	LOC110868986/LOC110872666/LOC110895589/LOC110911114/LOC110910995/LOC110894242	6
microtubule nucleation	microtubule nucleation	microtubule nucleation	6/4088	15/35298	0.4	3.45381604696673	3.44018926349871	0.00474857165045897	0.0282115913574869	0.0210296479511423	LOC110928607/LOC110929652/LOC110886014/LOC110895226/LOC110899484/LOC110908392	6
salicylic acid metabolic process	salicylic acid metabolic process	salicylic acid metabolic process	6/4088	15/35298	0.4	3.45381604696673	3.44018926349871	0.00474857165045897	0.0282115913574869	0.0210296479511423	LOC110868986/LOC110872666/LOC110895589/LOC110911114/LOC110910995/LOC110894242	6
microtubule motor activity	microtubule motor activity	microtubule motor activity	17/4088	75/35298	0.226666666666667	1.95716242661448	3.00317444036777	0.00475238180592859	0.0282115913574869	0.0210296479511423	LOC110942285/LOC110926114/LOC110865868/LOC110927754/LOC110929674/LOC110936127/LOC110938193/LOC110887773/LOC110867622/LOC110879017/LOC110879393/LOC110889968/LOC110898927/LOC118485848/LOC110912948/LOC110915872/LOC110865169	17
carboxy-lyase activity	carboxy-lyase activity	carboxy-lyase activity	8/4088	25/35298	0.32	2.76305283757339	3.19147605148268	0.00564074028909791	0.0332732275280965	0.0248027221239482	LOC110945063/LOC110941698/LOC110941534/LOC110885002/LOC110885000/LOC110881729/LOC110872871/LOC110909907	8
transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein tyrosine kinase activity	55/4088	338/35298	0.162721893491124	1.40502871733114	2.70792050905694	0.0059377229905404	0.0348047662087022	0.0259443705644268	LOC110883952/LOC110933960/LOC110928668/LOC110931752/LOC118491411/LOC110935660/LOC118491413/LOC110932838/LOC110935655/LOC110865968/LOC110871908/LOC110901438/LOC110875331/LOC110877402/LOC110881415/LOC110886847/LOC110888060/LOC110891106/LOC110891477/LOC118484244/LOC110893688/LOC110894361/LOC110892590/LOC110894365/LOC110899275/LOC110899329/LOC110901712/LOC110901713/LOC110899331/LOC110899333/LOC118485859/LOC110899344/LOC110898700/LOC110901776/LOC110899486/LOC110900359/LOC110908315/LOC110916153/LOC110908605/LOC110908553/LOC110908699/LOC110908713/LOC118486273/LOC110908814/LOC110908869/LOC110908868/LOC110908885/LOC110912357/LOC110915941/LOC118479249/LOC118487975/LOC110924261/LOC110925112/LOC118488945/LOC110890537	55
DNA-directed 5'-3' RNA polymerase activity	DNA-directed 5'-3' RNA polymerase activity	DNA-directed 5'-3' RNA polymerase activity	13/4088	53/35298	0.245283018867925	2.1179060665362	2.9476230704029	0.0063845780856148	0.0371901673487062	0.0277225101085906	LOC110898696/LOC110937867/LOC110872172/LOC110912158/LOC110884502/LOC118482690/LOC110889075/LOC110894543/LOC110898729/LOC110911844/LOC110913848/LOC110912021/LOC110887940	13
acetyl-CoA biosynthetic process from pyruvate	acetyl-CoA biosynthetic process from pyruvate	acetyl-CoA biosynthetic process from pyruvate	6/4088	16/35298	0.375	3.23795254403131	3.24049774261804	0.00686115039429134	0.0392306267943529	0.0292435212155782	LOC118492229/LOC110939019/LOC110871809/LOC110877815/LOC110877639/LOC110894330	6
jasmonic acid metabolic process	jasmonic acid metabolic process	jasmonic acid metabolic process	6/4088	16/35298	0.375	3.23795254403131	3.24049774261804	0.00686115039429134	0.0392306267943529	0.0292435212155782	LOC110868986/LOC110872666/LOC110895589/LOC110911114/LOC110910995/LOC110894242	6
phagophore assembly site	phagophore assembly site	phagophore assembly site	6/4088	16/35298	0.375	3.23795254403131	3.24049774261804	0.00686115039429134	0.0392306267943529	0.0292435212155782	LOC110929389/LOC110903750/LOC110872369/LOC110884011/LOC110910413/LOC110926367	6
